Sno,QUARTER,seg_lvl5,L3_PROD_DESC,Sum(chrg_amt),
5777,Q1-2016,CMB,Local Voice,1742299.6,
5778,Q4-2016,CMB,Local Voice,0,
5779,Q4-2016,Total Wireline,Local Voice,126,
5780,Q4-2016,Total Enterprise,Local Voice,13455.84,
5781,Q3-2016,Total Wholesale,Local Voice,8597.37,
5782,Q3-2016,CMB,Local Voice,0,
5783,Q2-2016,Total Enterprise,Local Voice,13401.63,
5784,Q1-2016,Other,Local Voice,0,
5785,Q3-2016,Total Enterprise,Local Voice,-6509.49,
5786,Q2-2016,Total Wholesale,Local Voice,182.39,
5787,Q2-2016,Total Enterprise,Local Voice,13289.67,
5788,Q3-2016,CMB,Local Voice,0,
5789,Q1-2016,Total Enterprise,Local Voice,2412803.315,
5790,Q1-2016,Total Verizon Business Markets,Local Voice,2448.64,
5791,Q1-2016,Total Verizon Business Markets,Local Voice,6945.31,
5792,Q2-2016,CMB,Local Voice,32888.04,
5793,Q1-2016,Total Verizon Business Markets,Local Voice,22505.34,
5794,Q4-2016,Total Wholesale,Local Voice,236.25,
5795,Q3-2016,Total Enterprise,Local Voice,105.4,
5796,Q2-2016,CMB,Local Voice,13113.08,
5797,Q1-2016,Other,Local Voice,0,
5798,Q3-2016,Total Verizon Business Markets,Local Voice,253.55,
5799,Q2-2016,Other,Local Voice,0,
5800,Q4-2016,Total Wholesale,Local Voice,2985.27,
5801,Q1-2016,Other,Local Voice,89620.44,
5802,Q2-2016,Total Wholesale,Local Voice,14024.35,
5803,Q2-2016,CMB,Local Voice,0,
5804,Q1-2016,Total Enterprise,Local Voice,84.55,
5805,Q4-2016,Total Wholesale,Local Voice,509.85,
5806,Q1-2016,CMB,Local Voice,34360.82,
5807,Q2-2016,Total Verizon Business Markets,Local Voice,27711.15,
5808,Q2-2016,CMB,Local Voice,131.7,
5809,Q1-2016,Total Enterprise,Local Voice,5484.05,
5810,Q3-2016,CMB,Local Voice,131.7,
5811,Q1-2016,Other,Local Voice,0,
5812,Q3-2016,Total Wholesale,Local Voice,236.25,
5813,Q4-2016,Total Wholesale,Local Voice,5017.48,
5814,Q1-2016,Total Verizon Business Markets,Local Voice,0,
5815,Q1-2016,Other,Local Voice,796.05,
5816,Q1-2016,CMB,Local Voice,0,
5817,Q1-2016,Total Enterprise,Local Voice,14034.81,
5818,Q4-2016,CMB,Local Voice,131.7,
5819,Q1-2016,Total Enterprise,Local Voice,21.85,
5820,Q3-2016,Other,Local Voice,6032.76,
5821,Q1-2016,Total Wholesale,Local Voice,236.25,
5822,Q1-2016,Total Enterprise,Local Voice,224.29,
5823,Q1-2016,Total Wholesale,Local Voice,60,
5824,Q2-2016,Total Enterprise,Local Voice,4598.17,
5825,Q1-2016,Total Wholesale,Local Voice,182.85,
5826,Q3-2016,Total Verizon Business Markets,Local Voice,-1709.36,
5827,Q3-2016,Total Enterprise,Local Voice,2836.51,
5828,Q1-2016,CMB,Local Voice,772775.06,
5829,Q4-2016,CMB,Local Voice,29650.54,
5830,Q1-2016,CMB,Local Voice,-0.41,
5831,Q1-2016,Total Verizon Business Markets,Local Voice,21147.15,
5832,Q4-2016,Total Wholesale,Local Voice,180.19,
5833,Q4-2016,Total Verizon Business Markets,Local Voice,16.65,
5834,Q3-2016,Other,Local Voice,622.12,
5835,Q3-2016,Other,Local Voice,28510.08,
5836,Q2-2016,Total Verizon Business Markets,Local Voice,-75.78,
5837,Q3-2016,Total Wholesale,Local Voice,4826.53,
5838,Q3-2016,Total Wholesale,Local Voice,60,
5839,Q1-2016,Total Wholesale,Local Voice,1232.56,
5840,Q3-2016,Total Wireline,Local Voice,126,
5841,Q1-2016,Total Enterprise,Local Voice,13613.51,
5842,Q1-2016,Total Enterprise,Local Voice,891136.27,
5843,Q3-2016,Total Enterprise,Local Voice,794017.62,
5844,Q1-2016,Total Enterprise,Local Voice,-43856.52,
5845,Q3-2016,CMB,Local Voice,42663.47,
5846,Q4-2016,Total Enterprise,Local Voice,-334.3,
5847,Q1-2016,Other,Local Voice,0,
5848,Q1-2016,Total Verizon Business Markets,Local Voice,16.39,
5849,Q4-2016,Total Enterprise,Local Voice,13.63,
5850,Q4-2016,Total Verizon Business Markets,Local Voice,58457.87,
5851,Q1-2016,Total Wholesale,Local Voice,6160.61,
5852,Q4-2016,Total Enterprise,Local Voice,2352775.843,
5853,Q1-2016,Total Wireline,Local Voice,126,
5854,Q2-2016,CMB,Local Voice,-63267.96,
5855,Q4-2016,Total Wholesale,Local Voice,26712.3,
5856,Q3-2016,Total Enterprise,Local Voice,170.54,
5857,Q1-2016,Other,Local Voice,263.14,
5858,Q4-2016,CMB,Local Voice,1163.37,
5859,Q4-2016,Total Wireline,Local Voice,0,
5860,Q2-2016,Total Enterprise,Local Voice,820670.56,
5861,Q1-2016,Total Wholesale,Local Voice,269.7,
5862,Q2-2016,Total Wholesale,Local Voice,4936.26,
5863,Q3-2016,Total Wholesale,Local Voice,869.82,
5864,Q2-2016,Other,Local Voice,30,
5865,Q1-2016,Other,Local Voice,39098.19,
5866,Q3-2016,CMB,Local Voice,30886.03,
5867,Q1-2016,Total Wholesale,Local Voice,-13397.91,
5868,Q4-2016,Total Verizon Business Markets,Local Voice,-86.85,
5869,Q1-2016,Other,Local Voice,6032.76,
5870,Q1-2016,CMB,Local Voice,131.7,
5871,Q1-2016,Total Verizon Business Markets,Local Voice,137.09,
5872,Q3-2016,Total Wireline,Local Voice,0,
5873,Q3-2016,Total Wholesale,Local Voice,38281.42,
5874,Q2-2016,Total Enterprise,Local Voice,-40878.86,
5875,Q2-2016,CMB,Local Voice,10,
5876,Q4-2016,CMB,Local Voice,43329.75,
5877,Q4-2016,Other,Local Voice,6032.55,
5878,Q3-2016,Total Wholesale,Local Voice,2985.27,
5879,Q3-2016,Total Enterprise,Local Voice,72951.73,
5880,Q3-2016,CMB,Local Voice,-56960.42,
5881,Q2-2016,Total Wholesale,Local Voice,236.25,
5882,Q1-2016,CMB,Local Voice,1353.3,
5883,Q4-2016,CMB,Local Voice,693946.22,
5884,Q4-2016,Total Wireline,Local Voice,0,
5885,Q4-2016,Total Wholesale,Local Voice,-2840.26,
5886,Q3-2016,CMB,Local Voice,1562972.89,
5887,Q3-2016,Total Enterprise,Local Voice,2388345.719,
5888,Q1-2016,Total Wireline,Local Voice,165,
5889,Q3-2016,Total Verizon Business Markets,Local Voice,2327.08,
5890,Q3-2016,Total Verizon Business Markets,Local Voice,9621.56,
5891,Q3-2016,Other,Local Voice,0,
5892,Q3-2016,Total Verizon Business Markets,Local Voice,49916.95,
5893,Q3-2016,Total Wholesale,Local Voice,7786.4432,
5894,Q4-2016,Total Verizon Business Markets,Local Voice,49292.06,
5895,Q1-2016,Total Wholesale,Local Voice,14394.86,
5896,Q4-2016,Other,Local Voice,30,
5897,Q1-2016,Total Wholesale,High Speed Internet (HSI),13149.72,
5898,Q4-2016,Total Enterprise,High Speed Internet (HSI),33259.22,
5899,Q2-2016,CMB,High Speed Internet (HSI),81674390.47,
5900,Q4-2016,Other,High Speed Internet (HSI),192601.84,
5901,Q1-2016,Total Verizon Business Markets,High Speed Internet (HSI),-600264.54,
5902,Q4-2016,Total Wholesale,High Speed Internet (HSI),4607.14,
5903,Q2-2016,Total Enterprise,High Speed Internet (HSI),46638.92,
5904,Q3-2016,Total Wholesale,High Speed Internet (HSI),45825.92,
5905,Q3-2016,Total Verizon Business Markets,High Speed Internet (HSI),1274270.42,
5906,Q2-2016,Total Verizon Business Markets,High Speed Internet (HSI),20479866.95,
5907,Q3-2016,Total Wholesale,High Speed Internet (HSI),7601.64,
5908,Q3-2016,Total Enterprise,High Speed Internet (HSI),38606.17,
5909,Q1-2016,Total Enterprise,High Speed Internet (HSI),2634241.91,
5910,Q4-2016,CMB,High Speed Internet (HSI),1167134.73,
5911,Q3-2016,Total Wholesale,High Speed Internet (HSI),665.64,
5912,Q2-2016,CMB,High Speed Internet (HSI),21245934.75,
5913,Q1-2016,Total Wholesale,High Speed Internet (HSI),89.85,
5914,Q2-2016,Total Verizon Business Markets,High Speed Internet (HSI),106440.33,
5915,Q4-2016,CMB,High Speed Internet (HSI),947761.17,
5916,Q4-2016,Total Enterprise,High Speed Internet (HSI),61564.56,
5917,Q4-2016,Total Wholesale,High Speed Internet (HSI),41239.66,
5918,Q1-2016,CMB,High Speed Internet (HSI),12895.15,
5919,Q1-2016,Total Verizon Business Markets,High Speed Internet (HSI),413939.2,
5920,Q1-2016,CMB,High Speed Internet (HSI),1604881.12,
5921,Q1-2016,Total Enterprise,High Speed Internet (HSI),7569.3,
5922,Q4-2016,Total Enterprise,High Speed Internet (HSI),788730.28,
5923,Q1-2016,Other,High Speed Internet (HSI),4579.6,
5924,Q2-2016,Total Enterprise,High Speed Internet (HSI),938401.98,
5925,Q1-2016,Total Verizon Business Markets,High Speed Internet (HSI),1126450.51,
5926,Q4-2016,Total Enterprise,High Speed Internet (HSI),1819298.04,
5927,Q4-2016,Other,High Speed Internet (HSI),5481.28,
5928,Q1-2016,Total Verizon Business Markets,High Speed Internet (HSI),26578975.71,
5929,Q2-2016,CMB,High Speed Internet (HSI),5321.62,
5930,Q1-2016,CMB,High Speed Internet (HSI),-6276.84,
5931,Q3-2016,CMB,High Speed Internet (HSI),30744.85,
5932,Q2-2016,Other,High Speed Internet (HSI),245429.71,
5933,Q1-2016,Total Enterprise,High Speed Internet (HSI),63678.43,
5934,Q4-2016,Total Verizon Business Markets,High Speed Internet (HSI),1279910.39,
5935,Q2-2016,Total Enterprise,High Speed Internet (HSI),806770.67,
5936,Q3-2016,Total Enterprise,High Speed Internet (HSI),788625.39,
5937,Q3-2016,Total Enterprise,High Speed Internet (HSI),61923.46,
5938,Q4-2016,CMB,High Speed Internet (HSI),-618468.46,
5939,Q2-2016,Total Verizon Business Markets,High Speed Internet (HSI),17611205.71,
5940,Q3-2016,CMB,High Speed Internet (HSI),4035.44,
5941,Q3-2016,CMB,High Speed Internet (HSI),749.97,
5942,Q2-2016,Total Wholesale,High Speed Internet (HSI),47.76,
5943,Q1-2016,CMB,High Speed Internet (HSI),31789709.53,
5944,Q4-2016,Total Verizon Business Markets,High Speed Internet (HSI),19169345.15,
5945,Q2-2016,Total Wholesale,High Speed Internet (HSI),296.97,
5946,Q1-2016,Other,High Speed Internet (HSI),122490.58,
5947,Q2-2016,Total Verizon Business Markets,High Speed Internet (HSI),766195.02,
5948,Q3-2016,Other,High Speed Internet (HSI),215001.12,
5949,Q4-2016,Total Verizon Business Markets,High Speed Internet (HSI),7427502.69,
5950,Q3-2016,Other,High Speed Internet (HSI),62053.92,
5951,Q4-2016,Other,High Speed Internet (HSI),89548.33,
5952,Q1-2016,Total Wholesale,High Speed Internet (HSI),2056.37,
5953,Q3-2016,CMB,High Speed Internet (HSI),891.98,
5954,Q4-2016,CMB,High Speed Internet (HSI),7293.66,
5955,Q1-2016,Total Wholesale,High Speed Internet (HSI),50559.45,
5956,Q4-2016,CMB,High Speed Internet (HSI),1131.11,
5957,Q4-2016,CMB,High Speed Internet (HSI),689.97,
5958,Q4-2016,CMB,High Speed Internet (HSI),148742.02,
5959,Q3-2016,CMB,High Speed Internet (HSI),74630587.63,
5960,Q4-2016,Other,High Speed Internet (HSI),2282.08,
5961,Q2-2016,CMB,High Speed Internet (HSI),23201460.16,
5962,Q2-2016,CMB,High Speed Internet (HSI),-826530.33,
5963,Q3-2016,Total Verizon Business Markets,High Speed Internet (HSI),19462475.93,
5964,Q1-2016,Total Wholesale,High Speed Internet (HSI),857.32,
5965,Q1-2016,CMB,High Speed Internet (HSI),1072.47,
5966,Q2-2016,Total Wholesale,High Speed Internet (HSI),10158.91,
5967,Q1-2016,Other,High Speed Internet (HSI),14259.25,
5968,Q4-2016,CMB,High Speed Internet (HSI),20964958.62,
5969,Q4-2016,Total Verizon Business Markets,High Speed Internet (HSI),667523.1,
5970,Q1-2016,Total Wholesale,High Speed Internet (HSI),8666.46,
5971,Q3-2016,Total Verizon Business Markets,High Speed Internet (HSI),701373.37,
5972,Q4-2016,CMB,High Speed Internet (HSI),69289540.66,
5973,Q3-2016,Total Wholesale,High Speed Internet (HSI),40461.57,
5974,Q4-2016,Total Enterprise,High Speed Internet (HSI),164263.52,
5975,Q3-2016,Total Wholesale,High Speed Internet (HSI),4519.48,
5976,Q1-2016,Other,High Speed Internet (HSI),342425.69,
5977,Q3-2016,CMB,High Speed Internet (HSI),21609784.87,
5978,Q3-2016,Total Wholesale,High Speed Internet (HSI),41487.72,
5979,Q4-2016,Total Wholesale,High Speed Internet (HSI),8810.16,
5980,Q2-2016,CMB,High Speed Internet (HSI),-771.99,
5981,Q4-2016,Other,High Speed Internet (HSI),4587.73,
5982,Q2-2016,Total Verizon Business Markets,High Speed Internet (HSI),1324108.44,
5983,Q1-2016,Total Wholesale,High Speed Internet (HSI),1807.03,
5984,Q1-2016,Total Wholesale,High Speed Internet (HSI),70294.8,
5985,Q4-2016,Total Wholesale,High Speed Internet (HSI),494.57,
5986,Q2-2016,CMB,High Speed Internet (HSI),771.3,
5987,Q4-2016,Total Enterprise,High Speed Internet (HSI),875773.57,
5988,Q2-2016,Total Wholesale,High Speed Internet (HSI),8042.04,
5989,Q3-2016,Total Verizon Business Markets,High Speed Internet (HSI),385118.65,
5990,Q3-2016,Other,High Speed Internet (HSI),2237.08,
5991,Q3-2016,Total Enterprise,High Speed Internet (HSI),8227.93,
5992,Q2-2016,Total Wholesale,High Speed Internet (HSI),41465.01,
5993,Q1-2016,Total Verizon Business Markets,High Speed Internet (HSI),22872831.75,
5994,Q1-2016,Total Wholesale,High Speed Internet (HSI),8040.38,
5995,Q2-2016,Total Wholesale,High Speed Internet (HSI),21423.85,
5996,Q3-2016,CMB,High Speed Internet (HSI),-55,
5997,Q3-2016,Total Verizon Business Markets,High Speed Internet (HSI),16546805.29,
5998,Q1-2016,Total Wholesale,High Speed Internet (HSI),34844.24,
5999,Q2-2016,Total Wholesale,High Speed Internet (HSI),43200.89,
6000,Q3-2016,Total Wholesale,High Speed Internet (HSI),877.32,
6001,Q1-2016,Other,High Speed Internet (HSI),9928.65,
6002,Q4-2016,Total Wholesale,High Speed Internet (HSI),882.42,
6003,Q4-2016,Total Wholesale,High Speed Internet (HSI),19640.01,
6004,Q1-2016,Total Wholesale,High Speed Internet (HSI),214.53,
6005,Q3-2016,Other,High Speed Internet (HSI),1640.15,
6006,Q2-2016,Total Verizon Business Markets,High Speed Internet (HSI),8474463.12,
6007,Q2-2016,Other,High Speed Internet (HSI),8668.72,
6008,Q2-2016,Other,High Speed Internet (HSI),2303.2,
6009,Q1-2016,CMB,High Speed Internet (HSI),794.64,
6010,Q4-2016,Total Wholesale,High Speed Internet (HSI),877.32,
6011,Q3-2016,Other,High Speed Internet (HSI),5972.82,
6012,Q2-2016,CMB,High Speed Internet (HSI),198159.03,
6013,Q3-2016,Other,High Speed Internet (HSI),125277.08,
6014,Q1-2016,Total Enterprise,High Speed Internet (HSI),79355.3,
6015,Q2-2016,Total Wholesale,High Speed Internet (HSI),1592.07,
6016,Q2-2016,Other,High Speed Internet (HSI),74563.41,
6017,Q2-2016,CMB,High Speed Internet (HSI),41070.19,
6018,Q3-2016,CMB,High Speed Internet (HSI),169433.57,
6019,Q3-2016,Total Wholesale,High Speed Internet (HSI),1279.71,
6020,Q4-2016,CMB,High Speed Internet (HSI),29045540.38,
6021,Q1-2016,Total Wholesale,High Speed Internet (HSI),45.31,
6022,Q2-2016,Total Wholesale,High Speed Internet (HSI),877.32,
6023,Q2-2016,CMB,High Speed Internet (HSI),950.35,
6024,Q3-2016,Total Wholesale,High Speed Internet (HSI),9628.92,
6025,Q3-2016,Total Enterprise,High Speed Internet (HSI),1866837.6,
6026,Q1-2016,Total Enterprise,High Speed Internet (HSI),968211.33,
6027,Q4-2016,Total Verizon Business Markets,High Speed Internet (HSI),389759.06,
6028,Q4-2016,Total Wholesale,High Speed Internet (HSI),8141.05,
6029,Q1-2016,Total Enterprise,High Speed Internet (HSI),1046362.89,
6030,Q1-2016,CMB,High Speed Internet (HSI),298913.94,
6031,Q4-2016,Total Verizon Business Markets,High Speed Internet (HSI),135043.94,
6032,Q4-2016,Total Verizon Business Markets,High Speed Internet (HSI),16058922.37,
6033,Q1-2016,Total Wholesale,High Speed Internet (HSI),33166.24,
6034,Q2-2016,Total Enterprise,High Speed Internet (HSI),177131.73,
6035,Q2-2016,Other,High Speed Internet (HSI),1981.58,
6036,Q1-2016,CMB,High Speed Internet (HSI),103545963.4,
6037,Q2-2016,Total Wholesale,High Speed Internet (HSI),52505.13,
6038,Q4-2016,Total Wholesale,High Speed Internet (HSI),9177.66,
6039,Q3-2016,Total Enterprise,High Speed Internet (HSI),166961.59,
6040,Q1-2016,Total Verizon Business Markets,High Speed Internet (HSI),1773554.57,
6041,Q1-2016,CMB,High Speed Internet (HSI),1328008.95,
6042,Q1-2016,Total Verizon Business Markets,High Speed Internet (HSI),11987532.9,
6043,Q3-2016,Total Enterprise,High Speed Internet (HSI),892886.34,
6044,Q3-2016,Total Wholesale,High Speed Internet (HSI),292.99,
6045,Q2-2016,Total Enterprise,High Speed Internet (HSI),62238.16,
6046,Q2-2016,Other,High Speed Internet (HSI),172885.27,
6047,Q3-2016,CMB,High Speed Internet (HSI),-713888.84,
6048,Q1-2016,CMB,High Speed Internet (HSI),6000.68,
6049,Q3-2016,Other,High Speed Internet (HSI),6033.7,
6050,Q2-2016,Total Verizon Business Markets,High Speed Internet (HSI),400669.02,
6051,Q1-2016,CMB,High Speed Internet (HSI),32526085.92,
6052,Q4-2016,Total Wholesale,High Speed Internet (HSI),40431.44,
6053,Q4-2016,Total Enterprise,High Speed Internet (HSI),10752,
6054,Q3-2016,Total Wholesale,High Speed Internet (HSI),19920.04,
6055,Q3-2016,CMB,High Speed Internet (HSI),8418.1,
6056,Q2-2016,Total Wholesale,High Speed Internet (HSI),9084.95,
6057,Q2-2016,CMB,High Speed Internet (HSI),1260575.37,
6058,Q4-2016,Other,High Speed Internet (HSI),48575.13,
6059,Q4-2016,CMB,High Speed Internet (HSI),3913.67,
6060,Q2-2016,Total Enterprise,High Speed Internet (HSI),1966326.94,
6061,Q2-2016,Total Wholesale,High Speed Internet (HSI),29.95,
6062,Q3-2016,CMB,High Speed Internet (HSI),1125801.58,
6063,Q4-2016,Total Wholesale,High Speed Internet (HSI),1326.6,
6064,Q3-2016,CMB,High Speed Internet (HSI),23656679.36,
6065,Q4-2016,Other,High Speed Internet (HSI),3205.99,
6066,Q2-2016,Total Wholesale,High Speed Internet (HSI),4119.52,
6067,Q1-2016,Other,High Speed Internet (HSI),-6626.15,
6068,Q1-2016,Other,High Speed Internet (HSI),312479.83,
6069,Q3-2016,CMB,High Speed Internet (HSI),721.73,
6070,Q4-2016,Total Wholesale,High Speed Internet (HSI),131.48,
6071,Q2-2016,Other,High Speed Internet (HSI),6053.7,
6072,Q3-2016,Total Verizon Business Markets,High Speed Internet (HSI),7735234.25,
6073,Q3-2016,CMB,High Speed Internet (HSI),1200601.89,
6074,Q4-2016,Total Wholesale,High Speed Internet (HSI),45288.73,
6075,Q1-2016,Total Enterprise,High Speed Internet (HSI),217233.15,
6076,Q4-2016,CMB,High Speed Internet (HSI),25963.55,
6077,Q2-2016,Total Wholesale,High Speed Internet (HSI),964.74,
6078,Q2-2016,CMB,High Speed Internet (HSI),1223445.61,
6079,Q2-2016,CMB,High Speed Internet (HSI),1467.52,
6080,Q3-2016,Total Wholesale,High Speed Internet (HSI),8829.65,
6081,Q1-2016,CMB,High Speed Internet (HSI),49006.67,
6082,Q1-2016,CMB,High Speed Internet (HSI),-1192606.81,
6083,Q4-2016,CMB,High Speed Internet (HSI),650.74,
6084,Q3-2016,Total Wholesale,High Speed Internet (HSI),50.09,
6085,Q3-2016,Total Verizon Business Markets,High Speed Internet (HSI),145946.22,
6086,Q1-2016,CMB,High Speed Internet (HSI),2231.7,
6087,Q1-2016,Total Wholesale,High Speed Internet (HSI),25659.36,
6088,Q2-2016,CMB,High Speed Internet (HSI),10883.79,
6089,Q2-2016,Total Enterprise,High Speed Internet (HSI),8261.81,
6090,Q3-2016,Sector5,Prod2,7900477.24,
6091,Q2-2016,Sector3,Prod2,0,
6092,Q2-2016,Sector5,Prod2,8821023.28,
6093,Q3-2016,Sector3,Prod2,0.3,
6094,Q3-2016,Other,Prod2,138.54,
6095,Q4-2016,Sector5,Prod2,7884705.66,
6096,Q2-2016,Other,Prod2,140.49,
6097,Q4-2016,Other,Prod2,129.98,
6098,Q1-2016,Other,Prod2,161.66,
6099,Q4-2016,Sector3,Prod2,0.5,
6100,Q1-2016,Sector5,Prod2,10558130.5,
6101,Q1-2016,Total Verizon Business Markets,Ethernet Services,38616.69,
6102,Q3-2016,Total Enterprise,Ethernet Services,25978.63,
6103,Q2-2016,Total Verizon Business Markets,Ethernet Services,39123.33,
6104,Q4-2016,Total Enterprise,Ethernet Services,388715.2701,
6105,Q3-2016,Total Verizon Business Markets,Ethernet Services,10079.82,
6106,Q3-2016,Total Enterprise,Ethernet Services,221680.81,
6107,Q4-2016,Total Wholesale,Ethernet Services,29624.98,
